Country,Region,Date,Confirmed,Deaths,Recovered,Confirmed_1_Boost,Confirmed_2_Boost,Confirmed_3_Boost,Confirmed_4_Boost,Confirmed_5_Boost,Confirmed_6_Boost,Confirmed_7_Boost,Confirmed_8_Boost,Confirmed_9_Boost,Confirmed_10_Boost,Confirmed_11_Boost,Confirmed_12_Boost,Confirmed_13_Boost,Confirmed_14_Boost,Confirmed_15_Boost,Confirmed_16_Boost,Confirmed_17_Boost,Confirmed_18_Boost,Confirmed_19_Boost,Confirmed_20_Boost,Confirmed_21_Boost,Confirmed_22_Boost,Confirmed_23_Boost,Confirmed_24_Boost,Confirmed_25_Boost,Confirmed_26_Boost,Confirmed_27_Boost,Confirmed_28_Boost,Confirmed_29_Boost,Confirmed_30_Boost,Deaths_1_Boost,Deaths_2_Boost,Deaths_3_Boost,Deaths_4_Boost,Deaths_5_Boost,Deaths_6_Boost,Deaths_7_Boost,Deaths_8_Boost,Deaths_9_Boost,Deaths_10_Boost,Deaths_11_Boost,Deaths_12_Boost,Deaths_13_Boost,Deaths_14_Boost,Deaths_15_Boost,Deaths_16_Boost,Deaths_17_Boost,Deaths_18_Boost,Deaths_19_Boost,Deaths_20_Boost,Deaths_21_Boost,Deaths_22_Boost,Deaths_23_Boost,Deaths_24_Boost,Deaths_25_Boost,Deaths_26_Boost,Deaths_27_Boost,Deaths_28_Boost,Deaths_29_Boost,Deaths_30_Boost,Recovered_1_Boost,Recovered_2_Boost,Recovered_3_Boost,Recovered_4_Boost,Recovered_5_Boost,Recovered_6_Boost,Recovered_7_Boost,Recovered_8_Boost,Recovered_9_Boost,Recovered_10_Boost,Recovered_11_Boost,Recovered_12_Boost,Recovered_13_Boost,Recovered_14_Boost,Recovered_15_Boost,Recovered_16_Boost,Recovered_17_Boost,Recovered_18_Boost,Recovered_19_Boost,Recovered_20_Boost,Recovered_21_Boost,Recovered_22_Boost,Recovered_23_Boost,Recovered_24_Boost,Recovered_25_Boost,Recovered_26_Boost,Recovered_27_Boost,Recovered_28_Boost,Recovered_29_Boost,Recovered_30_Boost,Confirmed_1_GDGM,Confirmed_2_GDGM,Confirmed_3_GDGM,Confirmed_4_GDGM,Confirmed_5_GDGM,Confirmed_6_GDGM,Confirmed_7_GDGM,Confirmed_8_GDGM,Deaths_1_GDGM,Deaths_2_GDGM,Deaths_3_GDGM,Deaths_4_GDGM,Deaths_5_GDGM,Deaths_6_GDGM,Deaths_7_GDGM,Deaths_8_GDGM,Recovered_1_GDGM,Recovered_2_GDGM,Recovered_3_GDGM,Recovered_4_GDGM,Recovered_5_GDGM,Recovered_6_GDGM,Recovered_7_GDGM,Recovered_8_GDGM,Confirmed_1_RNN,Deaths_1_RNN,Recovered_1_RNN,Confirmed_2_RNN,Deaths_2_RNN,Recovered_2_RNN,Confirmed_3_RNN,Deaths_3_RNN,Recovered_3_RNN,Confirmed_4_RNN,Deaths_4_RNN,Recovered_4_RNN,Confirmed_5_RNN,Deaths_5_RNN,Recovered_5_RNN,Confirmed_6_RNN,Deaths_6_RNN,Recovered_6_RNN,Confirmed_7_RNN,Deaths_7_RNN,Recovered_7_RNN,Confirmed_8_RNN,Deaths_8_RNN,Recovered_8_RNN,Confirmed_9_RNN,Deaths_9_RNN,Recovered_9_RNN,Confirmed_10_RNN,Deaths_10_RNN,Recovered_10_RNN,Confirmed_11_RNN,Deaths_11_RNN,Recovered_11_RNN,Confirmed_12_RNN,Deaths_12_RNN,Recovered_12_RNN,Confirmed_13_RNN,Deaths_13_RNN,Recovered_13_RNN,Confirmed_14_RNN,Deaths_14_RNN,Recovered_14_RNN,Confirmed_15_RNN,Deaths_15_RNN,Recovered_15_RNN,Confirmed_16_RNN,Deaths_16_RNN,Recovered_16_RNN,Confirmed_17_RNN,Deaths_17_RNN,Recovered_17_RNN,Confirmed_18_RNN,Deaths_18_RNN,Recovered_18_RNN,Confirmed_19_RNN,Deaths_19_RNN,Recovered_19_RNN,Confirmed_20_RNN,Deaths_20_RNN,Recovered_20_RNN,Confirmed_21_RNN,Deaths_21_RNN,Recovered_21_RNN,Confirmed_22_RNN,Deaths_22_RNN,Recovered_22_RNN,Confirmed_23_RNN,Deaths_23_RNN,Recovered_23_RNN,Confirmed_24_RNN,Deaths_24_RNN,Recovered_24_RNN,Confirmed_25_RNN,Deaths_25_RNN,Recovered_25_RNN,Confirmed_26_RNN,Deaths_26_RNN,Recovered_26_RNN,Confirmed_27_RNN,Deaths_27_RNN,Recovered_27_RNN,Confirmed_28_RNN,Deaths_28_RNN,Recovered_28_RNN,Confirmed_29_RNN,Deaths_29_RNN,Recovered_29_RNN,Confirmed_30_RNN,Deaths_30_RNN,Recovered_30_RNN,Confirmed_1_SEIIHURD,Deaths_1_SEIIHURD,Recovered_1_SEIIHURD,Confirmed_2_SEIIHURD,Deaths_2_SEIIHURD,Recovered_2_SEIIHURD,Confirmed_3_SEIIHURD,Deaths_3_SEIIHURD,Recovered_3_SEIIHURD,Confirmed_4_SEIIHURD,Deaths_4_SEIIHURD,Recovered_4_SEIIHURD,Confirmed_5_SEIIHURD,Deaths_5_SEIIHURD,Recovered_5_SEIIHURD,Confirmed_6_SEIIHURD,Deaths_6_SEIIHURD,Recovered_6_SEIIHURD,Confirmed_7_SEIIHURD,Deaths_7_SEIIHURD,Recovered_7_SEIIHURD,Confirmed_8_SEIIHURD,Deaths_8_SEIIHURD,Recovered_8_SEIIHURD,Confirmed_9_SEIIHURD,Deaths_9_SEIIHURD,Recovered_9_SEIIHURD,Confirmed_10_SEIIHURD,Deaths_10_SEIIHURD,Recovered_10_SEIIHURD,Confirmed_11_SEIIHURD,Deaths_11_SEIIHURD,Recovered_11_SEIIHURD,Confirmed_12_SEIIHURD,Deaths_12_SEIIHURD,Recovered_12_SEIIHURD,Confirmed_13_SEIIHURD,Deaths_13_SEIIHURD,Recovered_13_SEIIHURD,Confirmed_14_SEIIHURD,Deaths_14_SEIIHURD,Recovered_14_SEIIHURD,Confirmed_15_SEIIHURD,Deaths_15_SEIIHURD,Recovered_15_SEIIHURD,Confirmed_16_SEIIHURD,Deaths_16_SEIIHURD,Recovered_16_SEIIHURD,Confirmed_17_SEIIHURD,Deaths_17_SEIIHURD,Recovered_17_SEIIHURD,Confirmed_18_SEIIHURD,Deaths_18_SEIIHURD,Recovered_18_SEIIHURD,Confirmed_19_SEIIHURD,Deaths_19_SEIIHURD,Recovered_19_SEIIHURD,Confirmed_20_SEIIHURD,Deaths_20_SEIIHURD,Recovered_20_SEIIHURD,Confirmed_21_SEIIHURD,Deaths_21_SEIIHURD,Recovered_21_SEIIHURD,Confirmed_22_SEIIHURD,Deaths_22_SEIIHURD,Recovered_22_SEIIHURD,Confirmed_23_SEIIHURD,Deaths_23_SEIIHURD,Recovered_23_SEIIHURD,Confirmed_24_SEIIHURD,Deaths_24_SEIIHURD,Recovered_24_SEIIHURD,Confirmed_25_SEIIHURD,Deaths_25_SEIIHURD,Recovered_25_SEIIHURD,Confirmed_26_SEIIHURD,Deaths_26_SEIIHURD,Recovered_26_SEIIHURD,Confirmed_27_SEIIHURD,Deaths_27_SEIIHURD,Recovered_27_SEIIHURD,Confirmed_28_SEIIHURD,Deaths_28_SEIIHURD,Recovered_28_SEIIHURD,Confirmed_29_SEIIHURD,Deaths_29_SEIIHURD,Recovered_29_SEIIHURD,Confirmed_30_SEIIHURD,Deaths_30_SEIIHURD,Recovered_30_SEIIHURD,Confirmed_1_SEIR,Deaths_1_SEIR,Recovered_1_SEIR,Confirmed_2_SEIR,Deaths_2_SEIR,Recovered_2_SEIR,Confirmed_3_SEIR,Deaths_3_SEIR,Recovered_3_SEIR,Confirmed_4_SEIR,Deaths_4_SEIR,Recovered_4_SEIR,Confirmed_5_SEIR,Deaths_5_SEIR,Recovered_5_SEIR,Confirmed_6_SEIR,Deaths_6_SEIR,Recovered_6_SEIR,Confirmed_7_SEIR,Deaths_7_SEIR,Recovered_7_SEIR,Confirmed_8_SEIR,Deaths_8_SEIR,Recovered_8_SEIR,Confirmed_9_SEIR,Deaths_9_SEIR,Recovered_9_SEIR,Confirmed_10_SEIR,Deaths_10_SEIR,Recovered_10_SEIR,Confirmed_11_SEIR,Deaths_11_SEIR,Recovered_11_SEIR,Confirmed_12_SEIR,Deaths_12_SEIR,Recovered_12_SEIR,Confirmed_13_SEIR,Deaths_13_SEIR,Recovered_13_SEIR,Confirmed_14_SEIR,Deaths_14_SEIR,Recovered_14_SEIR,Confirmed_15_SEIR,Deaths_15_SEIR,Recovered_15_SEIR,Confirmed_16_SEIR,Deaths_16_SEIR,Recovered_16_SEIR,Confirmed_17_SEIR,Deaths_17_SEIR,Recovered_17_SEIR,Confirmed_18_SEIR,Deaths_18_SEIR,Recovered_18_SEIR,Confirmed_19_SEIR,Deaths_19_SEIR,Recovered_19_SEIR,Confirmed_20_SEIR,Deaths_20_SEIR,Recovered_20_SEIR,Confirmed_21_SEIR,Deaths_21_SEIR,Recovered_21_SEIR,Confirmed_22_SEIR,Deaths_22_SEIR,Recovered_22_SEIR,Confirmed_23_SEIR,Deaths_23_SEIR,Recovered_23_SEIR,Confirmed_24_SEIR,Deaths_24_SEIR,Recovered_24_SEIR,Confirmed_25_SEIR,Deaths_25_SEIR,Recovered_25_SEIR,Confirmed_26_SEIR,Deaths_26_SEIR,Recovered_26_SEIR,Confirmed_27_SEIR,Deaths_27_SEIR,Recovered_27_SEIR,Confirmed_28_SEIR,Deaths_28_SEIR,Recovered_28_SEIR,Confirmed_29_SEIR,Deaths_29_SEIR,Recovered_29_SEIR,Confirmed_30_SEIR,Deaths_30_SEIR,Recovered_30_SEIR,Confirmed_1_SIRDp,Deaths_1_SIRDp,Recovered_1_SIRDp,Confirmed_5_SIRDp,Deaths_5_SIRDp,Recovered_5_SIRDp,Confirmed_30_SIRDp,Deaths_30_SIRDp,Recovered_30_SIRDp,Confirmed_1_SIRFp,Deaths_1_SIRFp,Recovered_1_SIRFp,Confirmed_5_SIRFp,Deaths_5_SIRFp,Recovered_5_SIRFp,Confirmed_30_SIRFp,Deaths_30_SIRFp,Recovered_30_SIRFp,Confirmed_1_SIRp,Deaths_1_SIRp,Recovered_1_SIRp,Confirmed_5_SIRp,Deaths_5_SIRp,Recovered_5_SIRp,Confirmed_30_SIRp,Deaths_30_SIRp,Recovered_30_SIRp
US,,2020-05-11,1347881,80682,232733,,,,,,,,,,,,,,,,,,,,2290370.0,2197385.0,2214452.0,2720096.0,5082346.0,2722122.0,5567120.0,2659323.0,2658833.0,4383687.0,3174905.0,,,,,,,,,,,,,,,,,,,,172006.0,115032.0,115260.0,428988.0,171529.0,233356.0,242754.0,129384.0,127986.0,128073.0,123892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224410.375,57369.82421875,293500.15625,,,,,,,,,,,,,,,,997927.0625,49655.078125,344144.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195932.0436139165,47665.415779117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429470.7784916612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680492.0,91532.0,121675.0,,,,,,,680491.0,91531.0,121675.0,,,,,,,704903.0,,256583.0
US,,2020-05-12,1369574,82376,230287,,,,,,,,,,,,,,,,,,,,,2395361.0,2324819.0,2325970.0,2877434.0,5393248.0,2878401.0,5715767.0,2819937.0,2821292.0,5143516.0,,,,,,,,,,,,,,,,,,,,,176290.0,120806.0,136232.0,434577.0,183029.0,241042.0,268024.0,135948.0,134326.0,135281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237767.0,57387.87890625,302406.3125,,,,,,,,,,,,,,,,999493.125,49866.8125,350788.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215651.093106818,48713.39098566572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460889.703194847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709789.0,96019.0,126916.0,,,,,,,709789.0,96018.0,126916.0,,,,,,,734489.0,,267679.0
US,,2020-05-13,1390406,84119,243430,,,,,,,,,,,,,,,,,,,,,,2500267.0,2460440.0,2446931.0,3074146.0,5518681.0,3044852.0,5874041.0,2990782.0,2992947.0,,,,,,,,,,,,,,,,,,,,,,191488.0,126877.0,143230.0,440449.0,195292.0,249091.0,286754.0,142883.0,142300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250041.125,57396.6875,310342.8125,,,,,,,,,,,,,,,,1000819.9375,50063.67578125,356200.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235189.8273657863,49752.413738971336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492380.9334824616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739700.0,99344.0,137597.0,,,,,,,739702.0,99344.0,137597.0,,,,,,,764552.0,,282761.0
US,,2020-05-14,1417774,85898,246414,,,,,,,,,,,,,,,,,,,,,,,2599178.0,2604781.0,2575943.0,3269376.0,5651479.0,3222133.0,6042547.0,3172495.0,,,,,,,,,,,,,,,,,,,,,,,223192.0,133259.0,151526.0,446649.0,208369.0,292023.0,304324.0,150211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261251.375,57399.328125,317314.71875,,,,,,,,,,,,,,,,1001943.125,50246.66796875,360574.71875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254549.2461683492,50782.48742854191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523943.3395208442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768579.0,102820.0,147822.0,,,,,,,768581.0,102821.0,147823.0,,,,,,,793447.0,,297452.0
US,,2020-05-15,1442824,87530,250747,,,,,,,,,,,,,,,,,,,,,,,,2706687.0,2758406.0,2710778.0,3447767.0,5792058.0,3410940.0,6221926.0,,,,,,,,,,,,,,,,,,,,,,,,262336.0,139968.0,159087.0,453195.0,222313.0,344873.0,336208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271432.25,57398.1015625,323359.71875,,,,,,,,,,,,,,,,1002893.25,50416.73828125,364107.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273731.1911386459,51803.63356013357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555577.667531049,,,,,,,,,,,,,,,,,,,,,,,,,,,797662.0,106677.0,157889.0,,,,,,,797664.0,106677.0,157889.0,,,,,,,822402.0,,312282.0
US,,2020-05-16,1467820,88754,268376,,,,,,,,,,,,,,,,,,,,,,,,,2816387.0,2921914.0,2854396.0,3682428.0,5940856.0,3612016.0,,,,,,,,,,,,,,,,,,,,,,,,,310830.0,147020.0,167464.0,460105.0,237181.0,410139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280631.25,57394.66015625,328538.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292734.2847922272,52815.83988758816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587283.80556765,,,,,,,,,,,,,,,,,,,,,,,,826942.0,110862.0,167051.0,,,,,,,826945.0,110861.0,167051.0,,,,,,,851352.0,,326331.0
US,,2020-05-17,1486757,89562,272265,,,,,,,,,,,,,,,,,,,,,,,,,,2940800.0,3095944.0,3005088.0,3915478.0,6098336.0,,,,,,,,,,,,,,,,,,,,,,,,,,371077.0,154433.0,175016.0,467399.0,253033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288905.25,57390.13671875,332930.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311561.8894892563,53819.15704092152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619061.5464807674,,,,,,,,,,,,,,,,,,,,,857326.0,115532.0,176205.0,,,,,,,857326.0,115531.0,176205.0,,,,,,,881272.0,,340784.0
US,,2020-05-18,1508308,90347,283178,,,,,,,,,,,,,,,,,,,,,,,,,,,3066640.0,3281175.0,3163114.0,4132141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,446102.0,162226.0,183610.0,475097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296317.125,57385.296875,336622.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330214.5481773857,54813.60834380548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650910.7358174743,,,,,,,,,,,,,,,,,,887682.0,120011.0,186174.0,,,,,,,887683.0,120011.0,186175.0,,,,,,,911130.0,,355819.0
US,,2020-05-19,1528568,91921,289392,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201521.0,3478327.0,3330487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,457072.0,170417.0,192809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302932.625,57380.6015625,339701.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348693.2165331994,55799.22284065799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682831.2464825285,,,,,,,,,,,,,,,916814.0,123790.0,196313.0,,,,,,,916816.0,123790.0,196314.0,,,,,,,939676.0,,370106.0
US,,2020-05-20,1551853,93439,294312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343172.0,3688167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463326.0,179026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308819.0,57376.3125,342255.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366998.9507919762,56776.03246344155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714822.951380684,,,,,,,,,,,,944592.0,127502.0,205049.0,,,,,,,944595.0,127502.0,205050.0,,,,,,,966783.0,,382808.0
US,,2020-05-21,1577147,94702,298418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314042.375,57372.59375,344363.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385132.855978111,57744.07384317328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746885.7234166972,,,,,,,,,971154.0,131233.0,212830.0,,,,,,,971157.0,131233.0,212831.0,,,,,,,992675.0,,394604.0
